"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:1903706","GO:1903706","regulation of hemopoiesis",305,0.440762049506877,1.76116719268694,5.35641471417501e-07,5.45790467718043e-05,4.64816117117422e-05,1943,"tags=22%, list=13%, signal=20%","12978/12262/16878/26365/12522/16149/12977/13386/22177/14087/14960/21926/15001/12349/19264/17131/72828/23871/12985/18102/14190/83554/20304/22637/16153/20677/83430/12142/74039/12479/230126/72147/105855/12571/13024/170741/243910/16169/21414/15223/16948/66058/319160/17480/16658/20259/18534/16190/19659/16323/17242/15469/16453/12400/65963/74614/20963/21873/16909/21943/97165/16818/21946/15526/18103/16193/237625"
"GO:0051310","GO:0051310","metaphase plate congression",60,0.648599312557364,2.15600213074226,6.24323135227624e-07,6.25184270586559e-05,5.32430927846571e-05,1203,"tags=28%, list=8%, signal=26%","20877/66977/108000/52276/110033/268697/67849/54141/67052/70385/381293/73804/229841/56742/59014/67177/101994"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis",69,0.622630811300931,2.11786597394171,6.38649446690098e-07,6.28690845148489e-05,5.35417261373197e-05,3938,"tags=71%, list=25%, signal=53%","235036/52530/217011/67223/74035/59014/28126/67949/231452/56095/57741/69902/69237/110109/66164/67920/225215/66409/57750/107071/67671/18148/11837/100503670/67832/27367/16418/207932/268449/19896/64934/67025/67115/234549/66942/66489/19988/100019/69072/19941/71986/27176/57808/12181/110954/68193/70285/20935/67239"
"GO:0060271","GO:0060271","cilium assembly",273,-0.368261686106092,-1.75400669433707,7.15721961311151e-07,6.84690496610314e-05,5.83108714580953e-05,4305,"tags=46%, list=28%, signal=34%","26942/56350/16886/218630/218232/108686/236266/209586/76832/269209/237222/114602/52906/106633/217335/104346/232987/219103/53883/216560/211535/73916/72140/105833/13191/68146/207686/100502861/192176/16328/76568/207425/320634/52184/76779/232906/329795/105428/67378/74019/66086/51938/70314/81896/74025/72569/110012/73873/102774/56542/216274/74256/75695/67590/67694/74682/67046/56526/102747/101565/380614/225523/320234/66994/59030/654470/67474/74694/18541/432611/12589/59002/242584/74201/77832/72507/27078/19893/244608/73692/78795/381644/71276/71448/11567/76816/234740/66910/213081/19335/69672/69707/100048534/20822/75564/67978/17758/382253/235330/213402/280408/70300/105000/67946/66717/74081/19725/80291/226422/75050/264134/241035/75533/64009/259300/226251/73293/52028/319565/192653/22092/24084/69387/319953/17152/227753"
"GO:0007043","GO:0007043","cell-cell junction assembly",111,0.557710092003169,2.03541318166958,7.19113641412348e-07,6.84690496610314e-05,5.83108714580953e-05,1057,"tags=19%, list=7%, signal=18%","12740/18260/67451/14619/12737/53624/14623/218518/269116/12739/231830/21926/227485/17131/70737/13605/16176/58187/12563/320865/12550"
"GO:0050900","GO:0050900","leukocyte migration",273,0.450408465106096,1.79220704263737,7.50346759639608e-07,7.0290548064304e-05,5.98621294320292e-05,1914,"tags=25%, list=12%, signal=22%","12978/22324/16590/77125/20311/20308/19204/20297/17395/20305/16149/12977/18787/28240/11634/232983/20201/18829/21926/14347/20310/20309/13614/330122/22339/68891/20296/24088/20304/16176/70045/83430/20344/216892/19260/16803/16854/19152/319655/12261/105855/20306/16401/18591/20303/15223/20292/68279/13052/20300/14825/22329/76088/17242/16175/13618/20563/20963/16414/21943/15465/12721/20085/11539/277360/20315/21828"
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region",25,0.779654224850981,2.21667430432863,8.36476418658674e-07,7.71151593582473e-05,6.56742304306952e-05,1203,"tags=48%, list=8%, signal=44%","20877/12236/76464/12534/12615/67052/70385/22137/14841/68014/67177/101994"
"GO:0051783","GO:0051783","regulation of nuclear division",117,0.54995204733132,2.02107922001921,8.54403261363576e-07,7.75370959687445e-05,6.60335678478198e-05,2321,"tags=31%, list=15%, signal=26%","16878/20877/12235/12236/208628/21926/268697/108907/13614/18817/67052/107995/70385/22137/16176/11799/19362/12649/69716/229841/67177/56150/18591/17345/14748/17702/240641/16175/67141/12162/100088/17701/328440/13874/21802/23980"
"GO:0019724","GO:0019724","B cell mediated immunity",101,0.561868473820983,2.02248451029182,1.01564145151671e-06,9.07514700062928e-05,7.72874361243239e-05,2641,"tags=32%, list=17%, signal=26%","16071/12266/12262/12260/16149/12259/21948/100123473/21926/14961/12268/19264/26909/14190/50908/317677/96935/12261/15223/667277/16190/15510/21939/69583/27060/22042/50909/72544/12628/12258/14998/107823"
"GO:0050776","GO:0050776","regulation of immune response",492,0.388362266795946,1.59258515559159,1.22097525037029e-06,0.000107445822032585,9.15049872645928e-05,2673,"tags=27%, list=17%, signal=23%","140474/16071/12266/12262/22324/16590/77125/26365/100340/19204/12260/16149/12259/11687/22177/16792/17082/16182/208154/16534/100123473/77777/12480/21926/18751/14961/12268/14347/19264/17131/11513/68891/14190/24088/16176/22637/16153/58203/50908/16365/83430/15368/434341/23921/13036/15951/216892/317677/14962/74039/14997/19260/16803/96935/16854/16975/12479/230126/12261/232345/105855/18173/17174/243910/15223/21938/17127/667277/15216/11541/625018/17060/12927/18534/16190/209558/70312/17089/16453/18784/100040462/15510/21939/381308/20963/16414/17390/14465/21682/97165/16818/21946/22350/19720/21929/20085/69583/12810/16193/237625/12518/22038/16678/110557/12231/22042/67917/50909/94185/13874/72544/12628/21808/23880/16950/18673/27050/18755/332579/12258/14375/14998/14972/319430/75454/226695/77772/107823/22174/56275/56532"
"GO:0050727","GO:0050727","regulation of inflammatory response",253,0.443845487468707,1.75022944419862,1.45019350682827e-06,0.000125712296830725,0.00010706141851667,2011,"tags=24%, list=13%, signal=21%","13040/12266/13421/83490/77125/52033/100340/84506/11687/18787/14087/17082/232983/20201/217166/21926/14347/23871/20317/24088/20304/16176/22402/11555/16153/58203/16365/16803/30955/57783/13024/207728/21938/17127/11988/64292/11541/209558/17242/11606/18784/15510/13618/21333/20563/21943/11690/21946/21930/64339/21929/20085/11539/20361/16193/237625/16678/319197/12363/76854"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",54,0.655426704255464,2.13540136881284,1.4726492962761e-06,0.000125781575187817,0.000107120418625409,955,"tags=28%, list=6%, signal=26%","20877/12235/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/67177/56150"
"GO:0002521","GO:0002521","leukocyte differentiation",449,0.396029978297021,1.61620875850075,1.57630323818946e-06,0.000132683611701513,0.000112998457913841,2192,"tags=21%, list=14%, signal=19%","16071/12978/12262/22324/16878/16590/26365/12522/16149/12977/24108/13386/28240/22177/14087/620235/11634/16182/14960/21926/14961/15001/14347/12349/94176/19264/17131/72828/22339/12985/18102/230405/14190/83554/24088/20304/16176/22402/22637/16153/20677/83430/12142/16847/74039/19260/12479/19152/230126/72147/105855/12571/13024/170741/243910/16169/21414/20442/15223/66058/71982/16658/18534/16190/19659/58208/17242/22041/16453/16175/12400/65963/270110/74614/20963/21873/21943/16818/21946/21929/18103/21985/277360/16193/237625/12518/14734/12193/11622/15201/27060/15900/15354/22042/19664"
"GO:0002250","GO:0002250","adaptive immune response",299,0.435751773261109,1.74192634625805,1.69006042948664e-06,0.000138454010930241,0.000117912751442874,2324,"tags=24%, list=15%, signal=21%","140474/16071/12266/12262/77125/12260/16149/12259/11687/11634/21948/17082/16182/12516/14960/208154/100123473/12480/21926/18751/14961/12268/14347/19264/17131/11513/26909/22339/230405/14190/16176/22637/50908/83430/12142/13036/317677/14997/96935/12479/12261/18173/243910/15223/67664/68279/21938/667277/15216/16190/16453/99571/15510/21939/11658/20963/21682/64435/19720/21929/69583/16193/12518/110557/27060/22042/74732/50909/94185/18034/72544/12628"
"GO:0051303","GO:0051303","establishment of chromosome localization",72,0.602237295639119,2.05401390104782,1.69253353582079e-06,0.000138454010930241,0.000117912751442874,1203,"tags=25%, list=8%, signal=23%","20877/66977/108000/52276/110033/268697/67849/54141/67052/70385/381293/11799/73804/229841/56742/59014/67177/101994"
"GO:0007088","GO:0007088","regulation of mitotic nuclear division",96,0.568229031670401,2.03494430234589,1.94999166646759e-06,0.000157299327761719,0.000133962146794316,2321,"tags=30%, list=15%, signal=26%","20877/12235/12236/208628/21926/268697/108907/13614/18817/67052/70385/22137/16176/11799/12649/69716/229841/67177/56150/18591/17345/240641/16175/67141/12162/100088/13874/21802/23980"
"GO:0030595","GO:0030595","leukocyte chemotaxis",160,0.489077969611152,1.84798152171263,2.62489612616198e-06,0.000207010660849843,0.000176298226644449,1914,"tags=29%, list=12%, signal=26%","12978/22324/16590/20311/20308/20297/20305/16149/12977/18787/28240/232983/20201/18829/20310/20309/13614/330122/22339/20296/20304/16176/70045/83430/16803/16854/12261/105855/20306/18591/20303/20292/13052/20300/14825/17242/13618/20563/20963/16414/21943/15465/12721/20085/277360/20315/21828"
"GO:0002699","GO:0002699","positive regulation of immune effector process",180,0.47147883257637,1.79768594526302,2.63753252460199e-06,0.000207010660849843,0.000176298226644449,1943,"tags=24%, list=13%, signal=21%","12266/22324/77125/26365/19204/16149/22177/16792/16182/77777/12480/21926/19264/68891/20296/24088/16176/16153/83430/15368/14997/19260/16803/12479/230126/19662/243910/56200/11541/18534/16190/209558/14825/18784/15510/21939/20963/16414/20085/69583/20361/16193/237625"
"GO:0002181","GO:0002181","cytoplasmic translation",82,0.572083511831457,1.98704777379943,3.25860035426551e-06,0.000250083116636043,0.000212980383694499,4787,"tags=68%, list=31%, signal=47%","14853/68184/16785/56040/69740/12877/67728/67671/11837/54217/27370/621697/76808/19896/67025/20090/67204/116905/54127/26961/114641/22121/19946/19899/66480/66481/19921/19988/12785/69082/14852/19941/13669/66475/19944/54709/225363/17973/22384/57808/16898/19934/13211/68193/213541/55944/319195/19653/13681/66632/217869/68028/20005/54632/67228/231207"
"GO:0016064","GO:0016064","immunoglobulin mediated immune response",98,0.560606299892468,2.01195028950778,3.3087951484053e-06,0.000250083116636043,0.000212980383694499,2641,"tags=32%, list=17%, signal=26%","16071/12266/12262/12260/16149/12259/100123473/21926/14961/12268/19264/26909/14190/50908/317677/96935/12261/15223/667277/16190/15510/21939/69583/27060/22042/50909/72544/12628/12258/14998/107823"
"GO:0001819","GO:0001819","positive regulation of cytokine production",340,0.413313699359074,1.66122281471222,3.315495864493e-06,0.000250083116636043,0.000212980383694499,2213,"tags=23%, list=14%, signal=20%","12978/12266/77125/12796/19204/20297/12522/16149/18787/13386/22177/16792/17082/16182/232983/15559/77777/21926/20927/56807/13058/19264/12189/78317/20296/24088/12475/20304/16176/17951/69573/16153/14066/83430/17196/15951/74039/215257/19260/16803/12479/16994/18173/20303/20539/68279/326623/216877/17127/56200/11541/16190/17242/16175/11606/100040462/13078/15510/21939/13057/381308/20963/27056/14465/17975/97165/18442/20361/16193/237625/12363/15234/14062/15900/67917/22160/55991"
"GO:2001251","GO:2001251","negative regulation of chromosome organization",83,0.583004035005243,2.0286997029878,3.43389952820159e-06,0.000255693441792241,0.000217758351997561,1463,"tags=24%, list=9%, signal=22%","20877/12235/12236/208628/268697/17216/18817/67052/70385/22137/11799/21973/69716/229841/67177/56150/98956/208084/79456/67141"
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway",284,0.429201834892016,1.7100930829612,3.72563366387926e-06,0.00027390481417482,0.000233267855916971,1645,"tags=21%, list=11%, signal=19%","12978/16590/77125/26365/20311/20308/20297/20305/16149/12977/20510/16792/16182/232983/18829/21926/20310/20309/19264/13614/16181/330122/20296/230405/20304/16176/12984/14066/58203/16847/434341/23921/13349/26457/215257/170720/20306/16154/16164/18591/20303/22036/16169/12983/20292/16185/13448/17480/19116/70312/20300/14825/16453/16175/214593/20563/20963/21873/27056/21943"
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",228,0.45542034836936,1.7776670687351,4.33980847981304e-06,0.000315070095634427,0.000268325790087388,2683,"tags=27%, list=17%, signal=22%","140474/16071/12266/12262/77125/12260/16149/12259/11634/21948/17082/16182/100123473/12480/21926/14961/12268/14347/19264/17131/26909/22339/14190/16176/50908/83430/13036/317677/14997/96935/12479/12261/18173/243910/15223/21938/667277/15216/16190/16453/15510/21939/21929/69583/16193/110557/27060/22042/74732/50909/18034/72544/12628/16950/18673/12258/14998/14972/107823/56532/16194"
"GO:0050000","GO:0050000","chromosome localization",74,0.590446070800879,2.02327082414119,4.39466608240491e-06,0.000315113834649478,0.0002683630399119,1203,"tags=24%, list=8%, signal=23%","20877/66977/108000/52276/110033/268697/67849/54141/67052/70385/381293/11799/73804/229841/56742/59014/67177/101994"
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity",176,0.47901273362205,1.82422376801545,5.70577168179902e-06,0.000404135633266935,0.000344177421473345,1605,"tags=20%, list=10%, signal=19%","140474/12266/13421/22324/26365/20311/19204/22177/16182/77777/12480/21926/14347/19264/17131/68891/20296/24088/16176/83430/15368/14997/96935/12479/15223/21938/15216/56200/11541/16190/14825/16453/15510/21939/20963/16414"
"GO:0030490","GO:0030490","maturation of SSU-rRNA",49,0.64296574292124,2.06525522877407,6.12839576056475e-06,0.000428840031052531,0.000365216635115964,3052,"tags=53%, list=20%, signal=43%","59028/104662/215193/59014/67619/98956/217995/67222/213773/21771/53414/71340/208144/30946/20085/110816/57315/20055/20116/13871/54127/68979/67045/66481/69499/20044"
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation",98,0.552827619506941,1.98403351751173,6.21561720163391e-06,0.000429765532227259,0.000366004827449596,1943,"tags=26%, list=13%, signal=22%","12978/12262/16878/26365/16149/12977/13386/22177/21926/12349/72828/18102/83554/20304/83430/72147/12571/170741/16658/19659/74614/21873/21943/18103/237625"
"GO:0006261","GO:0006261","DNA-dependent DNA replication",136,0.508078129318261,1.90312851657608,7.12569100914003e-06,0.000482902389734378,0.000411258215412832,2495,"tags=35%, list=16%, signal=29%","77011/72107/19361/17218/17216/18973/17215/17219/214901/12544/69270/217578/77782/107373/67177/108961/16881/69928/70024/22036/212377/268465/27214/18968/18969/218973/56200/57753/79456/67141/52679/327762/17220/19075/320209/71643/69263/18392/18148/22687/106344/21853/68142/72749/12448/216156/12144"
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis",73,0.585501863473227,1.99588610272811,7.15041417306414e-06,0.000482902389734378,0.000411258215412832,4058,"tags=62%, list=26%, signal=46%","59028/104662/215193/59014/67619/98956/217995/16785/67222/213773/21771/53414/71340/208144/30946/67097/20085/110816/57315/67671/20055/18148/20115/20116/20103/20088/75617/13871/20054/54127/68979/67045/353258/66481/69499/20068/20044/57294/16898/75416/217431/20935/269470/67842/50529"
"GO:1903046","GO:1903046","meiotic cell cycle process",156,0.484104658000628,1.83370548307225,8.25326870669618e-06,0.000550976835040132,0.000469233026651729,1917,"tags=29%, list=12%, signal=26%","16878/12235/66977/14087/12236/19361/60530/18817/623474/67052/215387/105988/237911/214901/12532/107995/72415/68549/22137/192199/19362/21973/110958/69716/12442/229841/12316/66197/69928/14748/19366/268465/17702/71846/28114/381678/67141/67121/14211/20878/12877/72634/16319/68298/72787"
"GO:0031347","GO:0031347","regulation of defense response",425,0.389898178415048,1.59131602086331,8.79406204131427e-06,0.000580408094726742,0.000494297817370045,2011,"tags=20%, list=13%, signal=18%","13040/12266/13421/83490/22324/77125/26365/20311/52033/100340/84506/16149/11687/18787/22177/14087/17082/232983/20201/217166/77777/21926/14347/18619/23871/14190/20317/24088/20304/16176/22402/11555/16153/58203/16365/83430/434341/15951/19260/16803/96935/16975/30955/57783/12261/232345/13024/207728/21938/17127/11988/64292/11541/209558/70312/14825/17242/17089/11606/18784/100040462/15510/13057/381308/13618/21333/20563/17390/21943/11690/97165/21946/21930/64339/21929/20085/12810/11539/22249/20361/16193/237625/22038/16678/319197/12363/76854"
"GO:0034762","GO:0034762","regulation of transmembrane transport",451,0.377764106012101,1.54331727769917,9.52292212990064e-06,0.000621450918319808,0.000529251461719729,2376,"tags=24%, list=15%, signal=21%","56636/71345/13040/12266/338370/72978/18260/84506/19204/17395/11636/66240/16538/16514/24014/14419/13409/20269/21926/18751/20927/12349/13058/20271/13614/14167/72828/16515/20296/19739/14169/16516/16176/16520/18189/11555/18821/12794/211480/23921/57814/19260/80979/227618/13867/30955/11936/58226/57442/211468/18389/59095/16508/16497/13869/18436/13844/100040591/16485/74513/98660/54377/14168/238076/11931/11606/19417/13057/71111/399548/279561/18049/12721/192167/19699/19733/170706/12296/12671/330953/56089/105675/14873/209195/15277/14734/269994/76854/109676/11622/16510/57785/29876/27060/14062/80334/22160/228775/11421/16494/56085/118454/116873/16504/56188/21808"
"GO:0050865","GO:0050865","regulation of cell activation",460,0.384434505422868,1.57215490279958,1.00813731768688e-05,0.000646601822936178,0.000550670937722398,2831,"tags=27%, list=18%, signal=23%","16071/171284/77125/26365/84506/19204/12522/16149/22177/14087/16792/17082/14419/14960/208154/100123473/18829/217166/77777/21926/14961/15001/19264/14219/17131/72828/78317/208936/68891/20296/14190/20304/16176/22637/11555/16153/171283/20677/83430/12142/15368/20344/74039/19260/16803/16854/12479/18595/230126/434215/105855/18591/56745/13024/13641/243910/16169/21414/15223/21938/11988/17480/15216/11541/18534/16190/209558/22329/76088/17242/16453/16175/18784/12400/99571/15510/21939/21333/13643/14726/20963/56193/16414/21943/12721/21682/16818/21946/114886/21929/69583/20720/16193/237625/22038/12193/76854/11622/100952/11534/12231/15354/22042/14629/94185/72544/12608/16950/27050/20666/12144/107527/279766/14375/14998/20668/211651/107823/22174/56532/22778/13706/16923/12501/20667/15930"
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation",47,0.63506973459552,2.01876631141354,1.01309858621199e-05,0.000646601822936178,0.000550670937722398,661,"tags=21%, list=4%, signal=20%","12978/16878/16149/12977/13386/22177/21926/12349/20304/83430"
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade",163,0.477986207905425,1.80274838382383,1.13415448239774e-05,0.000715996655844136,0.000609770241737638,2198,"tags=30%, list=14%, signal=26%","56636/12978/12266/20308/20297/20305/16149/15558/11687/15559/12654/18829/19264/14219/22339/20296/24088/20304/16176/18189/11549/19260/18595/18441/20306/114249/14186/18591/20303/13869/20292/20300/16175/18784/24064/99571/12156/21943/18049/14172/56089/20315/20361/16193/76854/21983/73230/14062/109689"
"GO:0006958","GO:0006958","complement activation, classical pathway",25,0.744006676956739,2.1153229604754,1.15003986469256e-05,0.000718218444530577,0.000611662402285265,1278,"tags=44%, list=8%, signal=40%","16071/12266/12262/12260/12259/100123473/50908/317677/96935/12261/667277"
"GO:0006270","GO:0006270","DNA replication initiation",30,0.722459159795063,2.1336228457665,1.26912342898434e-05,0.000782571562412636,0.000666467988215343,2451,"tags=50%, list=16%, signal=42%","77011/17218/17216/17215/17219/12544/67177/70024/18968/18969/57753/17220/18392/12448/216156"
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation",82,0.556470422951836,1.93281801038418,1.28003268645318e-05,0.000782571562412636,0.000666467988215343,1716,"tags=24%, list=11%, signal=22%","12978/16878/16149/12977/13386/22177/21926/12349/23871/12985/20304/83430/105855/17480/20259/16323/15469/74614/21943/97165"
"GO:0010469","GO:0010469","regulation of signaling receptor activity",113,0.521004665019616,1.90510914686005,1.35069998681994e-05,0.000817173492026066,0.000695936319963478,2304,"tags=31%, list=15%, signal=27%","140474/72978/14727/18787/224997/21926/13614/15200/18121/20296/19739/18189/11555/16153/232431/12794/18441/13844/15216/74513/74155/11839/54377/19417/192167/19699/56089/11539/231125/269994/18164/11553/13874/21802/23893"
"GO:0034765","GO:0034765","regulation of ion transmembrane transport",447,0.379997582948312,1.55154539672446,1.38044735737852e-05,0.000826560644500459,0.000703930779416351,2376,"tags=24%, list=15%, signal=21%","56636/71345/13040/12266/338370/72978/18260/84506/19204/17395/11636/66240/16538/16514/24014/14419/13409/20269/21926/18751/20927/12349/13058/20271/13614/14167/72828/16515/20296/19739/14169/16516/16176/16520/18189/11555/18821/12794/211480/23921/57814/19260/80979/227618/13867/30955/11936/58226/57442/211468/18389/59095/16508/16497/13869/18436/13844/100040591/16485/74513/98660/54377/14168/238076/11931/11606/19417/13057/71111/399548/279561/18049/12721/192167/19699/19733/170706/12296/12671/330953/56089/105675/14873/209195/15277/14734/269994/76854/109676/11622/16510/57785/29876/27060/14062/80334/22160/228775/11421/16494/56085/118454/116873/16504/56188/21808"
"GO:0098656","GO:0098656","anion transmembrane transport",341,0.401375567320907,1.61408873397038,1.42702399713156e-05,0.000839408304711858,0.000714872340119078,2360,"tags=22%, list=15%, signal=19%","56636/71345/12266/18260/56774/19204/20537/216643/20510/11636/108052/24014/21926/18751/74152/20897/12349/320106/13614/69354/240638/114304/224674/16176/76257/58869/23921/11989/26457/243328/245128/80979/50934/105727/13867/114644/19662/70129/17714/228993/117591/13869/20539/11988/30805/20515/13723/20661/20509/70556/11606/228368/15510/53333/116914/64008/72170/20512/330836/228432/14057/56643/53600/15277/14734/20527/19305/14580/14658/53896/228775/57279/11421/24115/20502/56188"
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway",44,0.624314374468506,1.96803562763485,1.4308096103043e-05,0.000839408304711858,0.000714872340119078,1590,"tags=45%, list=10%, signal=41%","20311/20308/20297/20305/232983/18829/20310/20309/13614/330122/20296/20304/13349/20306/20303/20292/17480/20300/14825/20563"
"GO:1902969","GO:1902969","mitotic DNA replication",15,0.820932391666832,2.07959687515486,1.48607974514686e-05,0.000863115115981297,0.000735061970783695,1286,"tags=53%, list=8%, signal=49%","19361/17216/17215/17219/12544/69270/16881/18968"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",355,0.396743331593796,1.60256569374465,1.52610051080263e-05,0.000872307820102502,0.000742890830553439,2850,"tags=25%, list=18%, signal=21%","20877/404710/12235/24108/77011/12322/12704/108000/71007/12236/208628/12534/27375/268697/68612/12428/18973/67849/12189/18817/67052/16906/12532/70385/22137/381293/14235/11799/13555/106795/20677/12649/69716/12442/229841/269582/14841/66197/21335/67177/19363/56150/216021/13557/12443/27214/15904/16323/83383/67141/67121/14726/19192/52679/59126/12449/76843/100088/13684/12193/18392/12567/22687/328440/68142/118454/18557/271697/12448/12122/14199/13871/54124/12144/14056/18671/22410/67655/67045/72290/19650/12013/12034/105837/56190/21781/108911/50496"
"GO:0051321","GO:0051321","meiotic cell cycle",211,0.446700332727563,1.73307671659545,1.53194555183291e-05,0.000872307820102502,0.000742890830553439,1816,"tags=25%, list=12%, signal=22%","16878/15364/12235/66977/14087/12236/19361/60530/18817/623474/67052/18005/215387/105988/26909/237911/214901/12532/107995/22446/72415/68549/22137/192199/19362/21973/110958/69716/12442/229841/12316/66197/574437/17345/69928/14748/19366/268465/17702/17427/71846/28114/381678/67141/67121/104362/14211/20878/12877/72634/16319/68298"
"GO:0051383","GO:0051383","kinetochore organization",21,0.758915329287801,2.05770901389421,1.56630197735325e-05,0.000883211833443462,0.000752177106957885,1564,"tags=52%, list=10%, signal=47%","66977/26886/12615/218977/67052/60411/72155/229841/67177/69928/14211"
"GO:0140013","GO:0140013","meiotic nuclear division",140,0.495701371083083,1.85992525962238,1.64937732380031e-05,0.000921113797753096,0.000784455874953204,1747,"tags=29%, list=11%, signal=26%","16878/12235/66977/14087/12236/19361/60530/18817/623474/67052/215387/105988/237911/214901/107995/72415/68549/22137/192199/19362/21973/110958/69716/12442/229841/12316/66197/69928/14748/19366/268465/17702/71846/381678/67141/67121/14211/20878/12877/72634/16319"
"GO:0050867","GO:0050867","positive regulation of cell activation",276,0.425036683186805,1.68839546663911,1.72378360291205e-05,0.000951022800673486,0.000809927530151644,1659,"tags=21%, list=11%, signal=19%","16071/171284/77125/26365/84506/19204/12522/16149/22177/17082/14960/100123473/18829/77777/21926/14961/19264/14219/78317/68891/20296/20304/16176/22637/16153/171283/20677/83430/12142/20344/19260/16803/12479/230126/105855/18591/13641/243910/16169/17480/11541/18534/16190/22329/76088/17242/16453/16175/12400/15510/21939/21333/13643/14726/20963/56193/16414/21943/12721"
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",17,0.804282758521069,2.08825147268049,1.73568210866717e-05,0.000951022800673486,0.000809927530151644,1067,"tags=47%, list=7%, signal=44%","13040/16149/14960/13034/14961/15001/15002/65972"
"GO:0071347","GO:0071347","cellular response to interleukin-1",67,0.580466617210575,1.9604377518809,1.76178163720934e-05,0.000956301658776809,0.000814423208386296,1518,"tags=31%, list=10%, signal=28%","20308/20297/20305/18787/18829/217166/16181/20296/20304/16176/58203/16365/20306/20303/20292/108153/70312/20300/22224/16175/21939"
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint",117,0.515342424007774,1.89388851157228,1.93201151011314e-05,0.00103603115839996,0.000882323911360271,1108,"tags=21%, list=7%, signal=20%","20877/12235/77011/71007/12236/208628/12534/268697/12189/18817/67052/20460/70385/22137/11799/20677/12649/69716/229841/269582/68014/67177/56150/12443/268465"
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore",13,0.839739739108919,2.08042895733226,1.97234246010071e-05,0.00103603115839996,0.000882323911360271,693,"tags=62%, list=4%, signal=59%","20877/26934/268697/54141/18005/13605/51944/229841"
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation",134,0.490815731160913,1.83579118660493,1.98001822628092e-05,0.00103603115839996,0.000882323911360271,1943,"tags=25%, list=13%, signal=22%","12978/16878/12522/16149/12977/13386/22177/14960/21926/12349/19264/20304/22637/16153/20677/83430/12142/12479/230126/72147/105855/243910/16169/18534/16190/17242/12400/74614/20963/21943/16818/16193/237625"
"GO:1903708","GO:1903708","positive regulation of hemopoiesis",134,0.490815731160913,1.83579118660493,1.98001822628092e-05,0.00103603115839996,0.000882323911360271,1943,"tags=25%, list=13%, signal=22%","12978/16878/12522/16149/12977/13386/22177/14960/21926/12349/19264/20304/22637/16153/20677/83430/12142/12479/230126/72147/105855/243910/16169/18534/16190/17242/12400/74614/20963/21943/16818/16193/237625"
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",18,0.78829832462844,2.04983755804377,2.10897331370633e-05,0.00109365330410771,0.000931397142961094,1067,"tags=44%, list=7%, signal=41%","13040/16149/14960/13034/14961/15001/15002/65972"
"GO:0007600","GO:0007600","sensory perception",345,0.39633670393994,1.59603193276043,2.12817907218249e-05,0.00109384637621556,0.000931561570580857,2335,"tags=26%, list=15%, signal=22%","110935/12310/14621/13040/16590/77125/14619/19204/15558/14623/258571/218518/13409/217143/20269/12353/21926/231602/13614/16181/18619/18796/244723/17391/20296/12959/19739/11555/16153/23928/330483/238384/17196/231503/80979/22223/70335/19662/21823/18441/67619/58226/17910/23801/11304/18389/17921/18356/77945/12550/16508/12824/26563/215210/13429/29867/16485/64292/12815/16175/24064/227357/13618/21333/226641/13850/193034/18049/20276/20512/12296/20278/12810/20720/11539/18442/20315/67671/192190/97031/20583/170639/14062/14658/11553/11421/12628/14615/24115"
"GO:0034501","GO:0034501","protein localization to kinetochore",19,0.779264443709079,2.06260610702841,2.25441173066058e-05,0.00114527030137819,0.00097535615959405,1203,"tags=53%, list=8%, signal=49%","20877/76464/12534/67052/70385/22137/14841/68014/67177/101994"
